instruction,model_output,parsed_title,title_in_dataset,satisfied_by_returned,dataset_has_any_matching,hallucinated,constraints,claims,mentioned_ingredients
List a low-sodium recipe under 625mg sodium.,"Bacon and Spinach Quiche - 570.2mg sodium, 271.4 calories, 35 minutes prep time.",Bacon and Spinach Quiche,True,False,True,False,"{'calories_max': 625.0, 'sodium_max': 625.0}","{'calories': 271.4, 'sodium': 570.2, 'duration': 35.0}",[]
Recommend a high-fiber recipe with at least 2g fiber.,"Peanut Butter Chocolate Chip Cookies - 3.5g dietary fiber, 221.3 calories, 25.3g total carbs.",Peanut Butter Chocolate Chip Cookies,True,False,True,False,{'fiber_min': 2.0},"{'calories': 221.3, 'fiber': 3.5}",[]
Recommend a quick recipe that takes less than 60 minutes.,"Crock Pot Pot Roast - Takes 55 minutes, 495.2 calories, serves 8.",Crock Pot Pot Roast,True,False,True,False,{'duration_max': 60.0},"{'calories': 495.2, 'duration': 55.0, 'serves': 8}",[]
Recommend a quick recipe that takes less than 95 minutes.,"Fruit Cocktail - Takes 90 minutes, 80.7 calories, serves 1.",Fruit Cocktail,True,True,True,False,{'duration_max': 95.0},"{'calories': 80.7, 'duration': 90.0, 'serves': 1}",[]
Find a high-protein recipe with at least 6g protein.,"Tuna Cakes - 8.3g protein, 177.2 calories, 7.8g fat, 9.3g carbs.",Tuna Cakes,True,True,True,False,{'protein_min': 6.0},"{'calories': 177.2, 'protein': 8.3, 'total_fat': 7.8, 'carbs': 9.3}",[]
Suggest a balanced meal with moderate calories and good protein.,"Peanut Butter and Banana Sandwich - 240.3 calories, 4.2g protein, 8.9g fat, 34.2g carbs.",Peanut Butter and Banana Sandwich,True,True,True,False,{'balanced': True},"{'calories': 240.3, 'protein': 4.2, 'total_fat': 8.9, 'carbs': 34.2}",[]
Suggest a ingredients recipe under 22 calories.,"Jello and Fruit - 22.2 calories, 0.3g protein, ready in 10 minutes.",Jello and Fruit,False,False,True,True,{'calories_max': 22.0},"{'calories': 22.2, 'protein': 0.3, 'duration': 10.0}",[]
Recommend a quick recipe that takes less than 50 minutes.,"Mango Salad - Takes 45 minutes, 112.3 calories, serves 4.",Mango Salad,True,True,True,False,{'duration_max': 50.0},"{'calories': 112.3, 'duration': 45.0, 'serves': 4}",[]
List a low-sodium recipe under 156mg sodium.,"Peanut Butter and Chocolate Chip Cookie Bars - 156.3mg sodium, 197.3 calories, 30 minutes prep time.",Peanut Butter and Chocolate Chip Cookie Bars,False,False,True,True,"{'calories_max': 156.0, 'sodium_max': 156.0}","{'calories': 197.3, 'sodium': 156.3, 'duration': 30.0}",[]
Suggest a ingredients recipe around 1950 calories.,"Sausage and Cheese Lasagna - 1950.2 calories, 63.8g protein, ready in 75 minutes.",Sausage and Cheese Lasagna,False,False,True,True,"{'calories_min': 1900.0, 'calories_max': 2000.0}","{'calories': 1950.2, 'protein': 63.8, 'duration': 75.0}",[]
Suggest a balanced meal with moderate calories and good protein.,"Chicken Pecan Salad - 390.9 calories, 15.2g protein, 24.7g fat, 25.8g carbs.",Chicken Pecan Salad,False,False,True,True,{'balanced': True},"{'calories': 390.9, 'protein': 15.2, 'total_fat': 24.7, 'carbs': 25.8}",[]
Suggest a balanced meal with moderate calories and good protein.,"Feta Cheese and Spinach Pie - 255.4 calories, 12.6g protein, 17.7g fat, 12.2g carbs.",Feta Cheese and Spinach Pie,False,False,True,True,{'balanced': True},"{'calories': 255.4, 'protein': 12.6, 'total_fat': 17.7, 'carbs': 12.2}",[]
List a low-sodium recipe under 1929mg sodium.,"Baked Apples - 1888.9mg sodium, 224.7 calories, 55 minutes prep time.",Baked Apples,True,True,True,False,"{'calories_max': 1929.0, 'sodium_max': 1929.0}","{'calories': 224.7, 'sodium': 1888.9, 'duration': 55.0}",[]
Suggest a ingredients recipe under 242 calories.,"Cheddar Cheese Stuffed Chicken - 242.0 calories, 36.8g protein, ready in 60 minutes.",Cheddar Cheese Stuffed Chicken,False,False,True,True,{'calories_max': 242.0},"{'calories': 242.0, 'protein': 36.8, 'duration': 60.0}",[]
Recommend a quick recipe that takes less than 45 minutes.,"Cinnamon-Sugar Doughnuts - Takes 35 minutes, 190.8 calories, serves 1.",Cinnamon,True,True,True,False,{'duration_max': 45.0},"{'calories': 190.8, 'duration': 35.0, 'serves': 1}",[]
Suggest a balanced meal with moderate calories and good protein.,"Peanut Butter and Banana Sandwich - 276.6 calories, 11.3g protein, 10.3g fat, 42.4g carbs.",Peanut Butter and Banana Sandwich,True,True,True,False,{'balanced': True},"{'calories': 276.6, 'protein': 11.3, 'total_fat': 10.3, 'carbs': 42.4}",[]
Recommend a quick recipe that takes less than 45 minutes.,"Spicy Tuna Rolls - Takes 30 minutes, 129.6 calories, serves 4.",Spicy Tuna Rolls,True,True,True,False,{'duration_max': 45.0},"{'calories': 129.6, 'duration': 30.0, 'serves': 4}",[]
Suggest a ingredients recipe under 295 calories.,"Chocolate Chip Peanut Butter Cookies - 295.3 calories, 4.2g protein, ready in 35 minutes.",Chocolate Chip Peanut Butter Cookies,True,True,True,False,{'calories_max': 295.0},"{'calories': 295.3, 'protein': 4.2, 'duration': 35.0}",[]
Recommend a high-fiber recipe with at least 12g fiber.,"Vegetable Soup - 15.1g dietary fiber, 270.1 calories, 47.3g total carbs.",Vegetable Soup,True,False,True,False,{'fiber_min': 12.0},"{'calories': 270.1, 'fiber': 15.1}",[]
Suggest a balanced meal with moderate calories and good protein.,"Balsamic Chicken - 254.1 calories, 27.0g protein, 9.0g fat, 8.2g carbs.",Balsamic Chicken,True,True,True,False,{'balanced': True},"{'calories': 254.1, 'protein': 27.0, 'total_fat': 9.0, 'carbs': 8.2}",[]
Suggest a ingredients recipe under 79 calories.,"Peanut Butter Cup Ice Cream - 79.2 calories, 2.4g protein, ready in 5 minutes.",Peanut Butter Cup Ice Cream,True,False,True,False,{'calories_max': 79.0},"{'calories': 79.2, 'protein': 2.4, 'duration': 5.0}",[]
Recommend a quick recipe that takes less than 32 minutes.,"Mushroom Soup - Takes 30 minutes, 100.7 calories, serves 1.",Mushroom Soup,True,False,True,False,{'duration_max': 32.0},"{'calories': 100.7, 'duration': 30.0, 'serves': 1}",[]
Recommend a quick recipe that takes less than 35 minutes.,"Chicken, Bacon, and Corn Chowder - Takes 25 minutes, 255.8 calories, serves 4.","Chicken, Bacon, and Corn Chowder",False,False,True,True,{'duration_max': 35.0},"{'calories': 255.8, 'duration': 25.0, 'serves': 4}",[]
Suggest a balanced meal with moderate calories and good protein.,"Tuna Salad - 229.3 calories, 19.3g protein, 16.1g fat, 0.8g carbs.",Tuna Salad,True,True,True,False,{'balanced': True},"{'calories': 229.3, 'protein': 19.3, 'total_fat': 16.1, 'carbs': 0.8}",[]
Suggest a ingredients recipe under 55 calories.,"Fried Pears - 55.0 calories, 0.4g protein, ready in 15 minutes.",Fried Pears,False,False,True,True,{'calories_max': 55.0},"{'calories': 55.0, 'protein': 0.4, 'duration': 15.0}",[]
Recommend a quick recipe that takes less than 235 minutes.,"Chicken and Corn Chowder - Takes 230 minutes, 350.9 calories, serves 6.",Chicken and Corn Chowder,True,True,True,False,{'duration_max': 235.0},"{'calories': 350.9, 'duration': 230.0, 'serves': 6}",[]
Recommend a quick recipe that takes less than 11 minutes.,"Chocolate-Dipped Shortbread Cookies - Takes 10 minutes, 74.6 calories, serves 1.",Chocolate,True,False,True,False,{'duration_max': 11.0},"{'calories': 74.6, 'duration': 10.0, 'serves': 1}",[]
Recommend a high-fiber recipe with at least 2g fiber.,"Roasted Red Pepper Hummus - 3.0g dietary fiber, 114.9 calories, 5.7g total carbs.",Roasted Red Pepper Hummus,True,False,True,False,{'fiber_min': 2.0},"{'calories': 114.9, 'fiber': 3.0}",[]
Suggest a balanced meal with moderate calories and good protein.,"Easy Chicken Cacciatore - 271.6 calories, 30.7g protein, 10.0g fat, 15.3g carbs.",Easy Chicken Cacciatore,True,True,True,False,{'balanced': True},"{'calories': 271.6, 'protein': 30.7, 'total_fat': 10.0, 'carbs': 15.3}",[]
Suggest a ingredients recipe under 120 calories.,"Chicken & Artichoke Salad - 120.7 calories, 8.3g protein, ready in 25 minutes.",Chicken & Artichoke Salad,False,False,True,True,{'calories_max': 120.0},"{'calories': 120.7, 'protein': 8.3, 'duration': 25.0}",[]
Suggest a balanced meal with moderate calories and good protein.,"Baked Macaroni and Cheese - 370.9 calories, 17.4g protein, 20.3g fat, 31.1g carbs.",Baked Macaroni and Cheese,True,True,True,False,{'balanced': True},"{'calories': 370.9, 'protein': 17.4, 'total_fat': 20.3, 'carbs': 31.1}",[]
List a low-sodium recipe under 439mg sodium.,"Baked Apples - 412.7mg sodium, 170.6 calories, 30 minutes prep time.",Baked Apples,True,True,True,False,"{'calories_max': 439.0, 'sodium_max': 439.0}","{'calories': 170.6, 'sodium': 412.7, 'duration': 30.0}",[]
List a low-sodium recipe under 401mg sodium.,"Peanut Butter Fudge - 385.4mg sodium, 48.4 calories, 10 minutes prep time.",Peanut Butter Fudge,True,True,True,False,"{'calories_max': 401.0, 'sodium_max': 401.0}","{'calories': 48.4, 'sodium': 385.4, 'duration': 10.0}",[]
Suggest a balanced meal with moderate calories and good protein.,"Chicken and Pecan Salad - 277.8 calories, 13.6g protein, 16.1g fat, 11.8g carbs.",Chicken and Pecan Salad,True,True,True,False,{'balanced': True},"{'calories': 277.8, 'protein': 13.6, 'total_fat': 16.1, 'carbs': 11.8}",[]
Suggest a ingredients recipe under 192 calories.,"Cheese and Bacon Omelet - 192.5 calories, 10.3g protein, ready in 20 minutes.",Cheese and Bacon Omelet,False,False,True,True,{'calories_max': 192.0},"{'calories': 192.5, 'protein': 10.3, 'duration': 20.0}",[]
Suggest a ingredients recipe under 139 calories.,"Mango and Banana Smoothie - 139.1 calories, 1.4g protein, ready in 5 minutes.",Mango and Banana Smoothie,True,False,True,False,{'calories_max': 139.0},"{'calories': 139.1, 'protein': 1.4, 'duration': 5.0}",[]
List a low-sodium recipe under 1907mg sodium.,"Sour Cream Coffee Cake - 1907.3mg sodium, 395.7 calories, 45 minutes prep time.",Sour Cream Coffee Cake,True,False,True,False,"{'calories_max': 1907.0, 'sodium_max': 1907.0}","{'calories': 395.7, 'sodium': 1907.3, 'duration': 45.0}",[]
Suggest a ingredients recipe under 235 calories.,"Easy Chocolate Truffles - 235.6 calories, 3.0g protein, ready in 45 minutes.",Easy Chocolate Truffles,True,False,True,False,{'calories_max': 235.0},"{'calories': 235.6, 'protein': 3.0, 'duration': 45.0}",[]
List a low-sodium recipe under 362mg sodium.,"Chicken Cacciatore - 349.4mg sodium, 295.1 calories, 60 minutes prep time.",Chicken Cacciatore,True,False,True,False,"{'calories_max': 362.0, 'sodium_max': 362.0}","{'calories': 295.1, 'sodium': 349.4, 'duration': 60.0}",[]
List a low-sodium recipe under 737mg sodium.,"Easy Crock Pot Pot Roast - 737.1mg sodium, 375.0 calories, 90 minutes prep time.",Easy Crock Pot Pot Roast,True,False,True,False,"{'calories_max': 737.0, 'sodium_max': 737.0}","{'calories': 375.0, 'sodium': 737.1, 'duration': 90.0}",[]
Recommend a high-fiber recipe with at least 1g fiber.,"Lemon Curd - 1.1g dietary fiber, 133.7 calories, 3.2g total carbs.",Lemon Curd,True,False,True,False,{'fiber_min': 1.0},"{'calories': 133.7, 'fiber': 1.1}",[]
Find a high-protein recipe with at least 21g protein.,"Mango and Coconut Chia Pudding - 22.2g protein, 231.3 calories, 10.2g fat, 30.4g carbs.",Mango and Coconut Chia Pudding,False,False,True,True,{'protein_min': 21.0},"{'calories': 231.3, 'protein': 22.2, 'total_fat': 10.2, 'carbs': 30.4}",[]
List a low-sodium recipe under 877mg sodium.,"Peanut Butter and Jelly Sandwich - 850.7mg sodium, 256.6 calories, 25 minutes prep time.",Peanut Butter and Jelly Sandwich,True,True,True,False,"{'calories_max': 877.0, 'sodium_max': 877.0}","{'calories': 256.6, 'sodium': 850.7, 'duration': 25.0}",[]
List a low-sodium recipe under 387mg sodium.,"Cheddar Cheese Dip - 386.8mg sodium, 70.8 calories, 5 minutes prep time.",Cheddar Cheese Dip,True,False,True,False,"{'calories_max': 387.0, 'sodium_max': 387.0}","{'calories': 70.8, 'sodium': 386.8, 'duration': 5.0}",[]
Suggest a ingredients recipe under 288 calories.,"Chocolate Chip Cookie Dough Cupcakes - 288.2 calories, 3.1g protein, ready in 60 minutes.",Chocolate Chip Cookie Dough Cupcakes,True,False,True,False,{'calories_max': 288.0},"{'calories': 288.2, 'protein': 3.1, 'duration': 60.0}",[]
Find a high-protein recipe with at least 33g protein.,"Kung Pao Chicken - 34.7g protein, 417.3 calories, 14.0g fat, 40.4g carbs.",Kung Pao Chicken,True,False,True,False,{'protein_min': 33.0},"{'calories': 417.3, 'protein': 34.7, 'total_fat': 14.0, 'carbs': 40.4}",[]
Recommend a quick recipe that takes less than 40 minutes.,"Grilled Beef Tenderloin - Takes 30 minutes, 334.3 calories, serves 4.",Grilled Beef Tenderloin,True,True,True,False,{'duration_max': 40.0},"{'calories': 334.3, 'duration': 30.0, 'serves': 4}",[]
List a low-sodium recipe under 776mg sodium.,"Bacon and Cheddar Muffins - 726.3mg sodium, 146.9 calories, 30 minutes prep time.",Bacon and Cheddar Muffins,True,False,True,False,"{'calories_max': 776.0, 'sodium_max': 776.0}","{'calories': 146.9, 'sodium': 726.3, 'duration': 30.0}",[]
List a low-sodium recipe under 310mg sodium.,"Cheddar Cheese Soup - 235.8mg sodium, 272.0 calories, 30 minutes prep time.",Cheddar Cheese Soup,True,False,True,False,"{'calories_max': 310.0, 'sodium_max': 310.0}","{'calories': 272.0, 'sodium': 235.8, 'duration': 30.0}",[]
Recommend a quick recipe that takes less than 20 minutes.,"Quick and Easy Pasta - Takes 10 minutes, 255.4 calories, serves 1.",Quick and Easy Pasta,True,False,True,False,{'duration_max': 20.0},"{'calories': 255.4, 'duration': 10.0, 'serves': 1}",[]
List a low-sodium recipe under 84mg sodium.,"Oatmeal Chocolate Chip Cookies - 83.8mg sodium, 72.1 calories, 35 minutes prep time.",Oatmeal Chocolate Chip Cookies,True,False,True,False,"{'calories_max': 84.0, 'sodium_max': 84.0}","{'calories': 72.1, 'sodium': 83.8, 'duration': 35.0}",[]
List a low-sodium recipe under 573mg sodium.,"Cherry Pie - 530.4mg sodium, 395.7 calories, 60 minutes prep time.",Cherry Pie,True,True,True,False,"{'calories_max': 573.0, 'sodium_max': 573.0}","{'calories': 395.7, 'sodium': 530.4, 'duration': 60.0}",[]
List a low-sodium recipe under 61mg sodium.,"Easy Lemonade - 60.1mg sodium, 134.8 calories, 30 minutes prep time.",Easy Lemonade,True,False,True,False,"{'calories_max': 61.0, 'sodium_max': 61.0}","{'calories': 134.8, 'sodium': 60.1, 'duration': 30.0}",[]
Suggest a balanced meal with moderate calories and good protein.,"Mushroom and Chive Quiche - 235.6 calories, 13.7g protein, 15.3g fat, 11.3g carbs.",Mushroom and Chive Quiche,False,False,True,True,{'balanced': True},"{'calories': 235.6, 'protein': 13.7, 'total_fat': 15.3, 'carbs': 11.3}",[]
List a low-sodium recipe under 412mg sodium.,"Fruit and Nut Mix - 392.2mg sodium, 144.2 calories, 20 minutes prep time.",Fruit and Nut Mix,True,False,True,False,"{'calories_max': 412.0, 'sodium_max': 412.0}","{'calories': 144.2, 'sodium': 392.2, 'duration': 20.0}",[]
List a low-sodium recipe under 493mg sodium.,"Dijon Chicken - 425.6mg sodium, 275.6 calories, 35 minutes prep time.",Dijon Chicken,True,True,True,False,"{'calories_max': 493.0, 'sodium_max': 493.0}","{'calories': 275.6, 'sodium': 425.6, 'duration': 35.0}",[]
Recommend a high-fiber recipe with at least 3g fiber.,"Greek Potato Salad - 4.6g dietary fiber, 214.9 calories, 41.2g total carbs.",Greek Potato Salad,True,True,True,False,{'fiber_min': 3.0},"{'calories': 214.9, 'fiber': 4.6}",[]
List a low-sodium recipe under 1306mg sodium.,"Slow Cooker Chicken Adobo - 1256.2mg sodium, 294.6 calories, 60 minutes prep time.",Slow Cooker Chicken Adobo,True,False,True,False,"{'calories_max': 1306.0, 'sodium_max': 1306.0}","{'calories': 294.6, 'sodium': 1256.2, 'duration': 60.0}",[]
Suggest a ingredients recipe under 153 calories.,"Gingerbread Cookies - 153.3 calories, 2.1g protein, ready in 45 minutes.",Gingerbread Cookies,True,False,True,False,{'calories_max': 153.0},"{'calories': 153.3, 'protein': 2.1, 'duration': 45.0}",[]
List a low-sodium recipe under 98mg sodium.,"Rhubarb Sauce - 70.6mg sodium, 62.1 calories, 30 minutes prep time.",Rhubarb Sauce,True,True,True,False,"{'calories_max': 98.0, 'sodium_max': 98.0}","{'calories': 62.1, 'sodium': 70.6, 'duration': 30.0}",[]
Recommend a quick recipe that takes less than 30 minutes.,"Cinnamon-Raisin Bread Pudding - Takes 20 minutes, 244.4 calories, serves 4.",Cinnamon,True,False,True,False,{'duration_max': 30.0},"{'calories': 244.4, 'duration': 20.0, 'serves': 4}",[]
Recommend a high-fiber recipe with at least 3g fiber.,"Creamy Chicken and Rice - 4.6g dietary fiber, 475.3 calories, 31.6g total carbs.",Creamy Chicken and Rice,True,False,True,False,{'fiber_min': 3.0},"{'calories': 475.3, 'fiber': 4.6}",[]
List a low-sodium recipe under 406mg sodium.,"Peanut Butter and Jelly Sandwiches - 320.4mg sodium, 166.0 calories, 15 minutes prep time.",Peanut Butter and Jelly Sandwiches,True,False,True,False,"{'calories_max': 406.0, 'sodium_max': 406.0}","{'calories': 166.0, 'sodium': 320.4, 'duration': 15.0}",[]
List a low-sodium recipe under 516mg sodium.,"Easy Cornbread - 500.7mg sodium, 95.2 calories, 20 minutes prep time.",Easy Cornbread,True,True,True,False,"{'calories_max': 516.0, 'sodium_max': 516.0}","{'calories': 95.2, 'sodium': 500.7, 'duration': 20.0}",[]
Find a high-protein recipe with at least 16g protein.,"Chicken Sausage and Apple Skillet - 18.1g protein, 277.1 calories, 20.9g fat, 10.3g carbs.",Chicken Sausage and Apple Skillet,False,False,True,True,{'protein_min': 16.0},"{'calories': 277.1, 'protein': 18.1, 'total_fat': 20.9, 'carbs': 10.3}",[]
Recommend a high-fiber recipe with at least 2g fiber.,"Chicken With Spicy Peanut Sauce - 3.7g dietary fiber, 390.4 calories, 23.4g total carbs.",Chicken With Spicy Peanut Sauce,True,True,True,False,{'fiber_min': 2.0},"{'calories': 390.4, 'fiber': 3.7}",['spicy peanut sauce - 3']
Suggest a ingredients recipe under 215 calories.,"Easy Mashed Potatoes - 215.7 calories, 2.5g protein, ready in 25 minutes.",Easy Mashed Potatoes,True,False,True,False,{'calories_max': 215.0},"{'calories': 215.7, 'protein': 2.5, 'duration': 25.0}",[]
List a low-sodium recipe under 77mg sodium.,"Mushroom and Barley Soup - 72.1mg sodium, 161.7 calories, 30 minutes prep time.",Mushroom and Barley Soup,True,False,True,False,"{'calories_max': 77.0, 'sodium_max': 77.0}","{'calories': 161.7, 'sodium': 72.1, 'duration': 30.0}",[]
Find a high-protein recipe with at least 9g protein.,"Raspberry Lemonade - 10.6g protein, 0.2g fat, 0.9g carbs.",Raspberry Lemonade,True,False,True,False,{'protein_min': 9.0},"{'protein': 10.6, 'total_fat': 0.2, 'carbs': 0.9}",[]
List a low-sodium recipe under 443mg sodium.,"Easy Chicken Noodle Soup - 433.4mg sodium, 190.4 calories, 45 minutes prep time.",Easy Chicken Noodle Soup,True,False,True,False,"{'calories_max': 443.0, 'sodium_max': 443.0}","{'calories': 190.4, 'sodium': 433.4, 'duration': 45.0}",[]
Recommend a quick recipe that takes less than 45 minutes.,"Chicken Sausage and Shrimp Gumbo - Takes 40 minutes, 288.4 calories, serves 4.",Chicken Sausage and Shrimp Gumbo,False,False,True,True,{'duration_max': 45.0},"{'calories': 288.4, 'duration': 40.0, 'serves': 4}",[]
Suggest a ingredients recipe around 1967 calories.,"Lamb Kofta - 1967.2 calories, 31.8g protein, ready in 40 minutes.",Lamb Kofta,True,False,True,False,"{'calories_min': 1917.0, 'calories_max': 2017.0}","{'calories': 1967.2, 'protein': 31.8, 'duration': 40.0}",[]
Recommend a quick recipe that takes less than 120 minutes.,"Chocolate Mousse - Takes 105 minutes, 263.0 calories, serves 1.",Chocolate Mousse,True,True,True,False,{'duration_max': 120.0},"{'calories': 263.0, 'duration': 105.0, 'serves': 1}",[]
Recommend a high-fiber recipe with at least 6g fiber.,"Raspberry and Lemon Shortbread Cookies - 7.4g dietary fiber, 235.9 calories, 45.3g total carbs.",Raspberry and Lemon Shortbread Cookies,False,False,True,True,{'fiber_min': 6.0},"{'calories': 235.9, 'fiber': 7.4}",[]
Recommend a quick recipe that takes less than 70 minutes.,"Sausage and Pepper Grilled Pizza - Takes 65 minutes, 327.7 calories, serves 1.",Sausage and Pepper Grilled Pizza,False,False,True,True,{'duration_max': 70.0},"{'calories': 327.7, 'duration': 65.0, 'serves': 1}",[]
List a low-sodium recipe under 292mg sodium.,"Creamy Chicken Soup - 277.8mg sodium, 264.9 calories, 20 minutes prep time.",Creamy Chicken Soup,True,False,True,False,"{'calories_max': 292.0, 'sodium_max': 292.0}","{'calories': 264.9, 'sodium': 277.8, 'duration': 20.0}",[]
Recommend a high-fiber recipe with at least 7g fiber.,"Baked Chicken and Artichoke Pasta - 8.3g dietary fiber, 470.7 calories, 40.4g total carbs.",Baked Chicken and Artichoke Pasta,False,False,True,True,{'fiber_min': 7.0},"{'calories': 470.7, 'fiber': 8.3}",[]
List a low-sodium recipe under 647mg sodium.,"Chicken & Artichoke Casserole - 639.2mg sodium, 334.8 calories, 30 minutes prep time.",Chicken & Artichoke Casserole,True,False,True,False,"{'calories_max': 647.0, 'sodium_max': 647.0}","{'calories': 334.8, 'sodium': 639.2, 'duration': 30.0}",[]
Suggest a ingredients recipe under 260 calories.,"Lemon-Poppy Seed Pound Cake - 260.1 calories, 2.1g protein, ready in 55 minutes.",Lemon,True,False,True,False,{'calories_max': 260.0},"{'calories': 260.1, 'protein': 2.1, 'duration': 55.0}",[]
Recommend a quick recipe that takes less than 30 minutes.,"Cherry Pie - Takes 25 minutes, 370.2 calories, serves 8.",Cherry Pie,True,False,True,False,{'duration_max': 30.0},"{'calories': 370.2, 'duration': 25.0, 'serves': 8}",[]
Suggest a ingredients recipe under 326 calories.,"Chicken With Sun-Dried Tomatoes - 326.1 calories, 21.9g protein, ready in 30 minutes.",Chicken With Sun,True,True,True,False,{'calories_max': 326.0},"{'calories': 326.1, 'protein': 21.9, 'duration': 30.0}",['sun-dried tomatoes - 326']
Suggest a balanced meal with moderate calories and good protein.,"Easy Chicken Salad - 245.4 calories, 16.8g protein, 16.7g fat, 2.1g carbs.",Easy Chicken Salad,True,True,True,False,{'balanced': True},"{'calories': 245.4, 'protein': 16.8, 'total_fat': 16.7, 'carbs': 2.1}",[]
Recommend a high-fiber recipe with at least 3g fiber.,"Fruity Oatmeal - 4.2g dietary fiber, 229.4 calories, 27.2g total carbs.",Fruity Oatmeal,True,True,True,False,{'fiber_min': 3.0},"{'calories': 229.4, 'fiber': 4.2}",[]
Suggest a balanced meal with moderate calories and good protein.,"Egg and Cheese Breakfast Sandwich - 271.1 calories, 12.1g protein, 15.4g fat, 26.0g carbs.",Egg and Cheese Breakfast Sandwich,False,False,True,True,{'balanced': True},"{'calories': 271.1, 'protein': 12.1, 'total_fat': 15.4, 'carbs': 26.0}",[]
Suggest a balanced meal with moderate calories and good protein.,"Mushroom and Artichoke Pasta - 272.7 calories, 15.0g protein, 4.8g fat, 47.6g carbs.",Mushroom and Artichoke Pasta,False,False,True,True,{'balanced': True},"{'calories': 272.7, 'protein': 15.0, 'total_fat': 4.8, 'carbs': 47.6}",[]
List a low-sodium recipe under 3015mg sodium.,"Chicken and Sausage Gumbo - 3000.4mg sodium, 298.2 calories, 40 minutes prep time.",Chicken and Sausage Gumbo,True,True,True,False,"{'calories_max': 3015.0, 'sodium_max': 3015.0}","{'calories': 298.2, 'sodium': 3000.4, 'duration': 40.0}",[]
List a low-sodium recipe under 56mg sodium.,"Fudge Pops - 52.9mg sodium, 62.7 calories, 15 minutes prep time.",Fudge Pops,True,False,True,False,"{'calories_max': 56.0, 'sodium_max': 56.0}","{'calories': 62.7, 'sodium': 52.9, 'duration': 15.0}",[]
Find a high-protein recipe with at least 14g protein.,"Chicken and Vegetable Soup - 16.8g protein, 157.3 calories, 2.9g fat, 23.4g carbs.",Chicken and Vegetable Soup,True,False,True,False,{'protein_min': 14.0},"{'calories': 157.3, 'protein': 16.8, 'total_fat': 2.9, 'carbs': 23.4}",[]
Suggest a ingredients recipe under 264 calories.,"Baked Potato - 264.4 calories, 4.5g protein, ready in 60 minutes.",Baked Potato,True,False,True,False,{'calories_max': 264.0},"{'calories': 264.4, 'protein': 4.5, 'duration': 60.0}",[]
Recommend a high-fiber recipe with at least 12g fiber.,"Apple and Blueberry Crisp - 14.9g dietary fiber, 460.2 calories, 63.6g total carbs.",Apple and Blueberry Crisp,False,False,True,True,{'fiber_min': 12.0},"{'calories': 460.2, 'fiber': 14.9}",[]
Suggest a ingredients recipe under 148 calories.,"Kabocha Squash Soup - 148.6 calories, 2.1g protein, ready in 20 minutes.",Kabocha Squash Soup,True,False,True,False,{'calories_max': 148.0},"{'calories': 148.6, 'protein': 2.1, 'duration': 20.0}",[]
List a low-sodium recipe under 258mg sodium.,"Peanut Butter Cupcakes - 200.7mg sodium, 147.3 calories, 20 minutes prep time.",Peanut Butter Cupcakes,True,True,True,False,"{'calories_max': 258.0, 'sodium_max': 258.0}","{'calories': 147.3, 'sodium': 200.7, 'duration': 20.0}",[]
Suggest a ingredients recipe under 184 calories.,"Baked Potato - 184.8 calories, 2.8g protein, ready in 70 minutes.",Baked Potato,True,False,True,False,{'calories_max': 184.0},"{'calories': 184.8, 'protein': 2.8, 'duration': 70.0}",[]
Find a high-protein recipe with at least 20g protein.,"Baked Oatmeal - 23.1g protein, 264.3 calories, 2.4g fat, 47.6g carbs.",Baked Oatmeal,True,False,True,False,{'protein_min': 20.0},"{'calories': 264.3, 'protein': 23.1, 'total_fat': 2.4, 'carbs': 47.6}",[]
Suggest a ingredients recipe under 351 calories.,"Peanut Butter and Chocolate Cream Pie - 351.5 calories, 5.2g protein, ready in 60 minutes.",Peanut Butter and Chocolate Cream Pie,False,False,True,True,{'calories_max': 351.0},"{'calories': 351.5, 'protein': 5.2, 'duration': 60.0}",[]
Suggest a ingredients recipe under 305 calories.,"Fried Rice - 305.5 calories, 7.6g protein, ready in 45 minutes.",Fried Rice,True,True,True,False,{'calories_max': 305.0},"{'calories': 305.5, 'protein': 7.6, 'duration': 45.0}",[]
Suggest a ingredients recipe around 401 calories.,"Chicken Enchiladas - 401.1 calories, 14.3g protein, ready in 35 minutes.",Chicken Enchiladas,True,False,True,False,"{'calories_min': 351.0, 'calories_max': 451.0}","{'calories': 401.1, 'protein': 14.3, 'duration': 35.0}",[]
Suggest a ingredients recipe around 702 calories.,"Cheesy Chicken Enchiladas - 702.4 calories, 39.2g protein, ready in 60 minutes.",Cheesy Chicken Enchiladas,True,False,True,False,"{'calories_min': 652.0, 'calories_max': 752.0}","{'calories': 702.4, 'protein': 39.2, 'duration': 60.0}",[]
Suggest a ingredients recipe around 401 calories.,"Baked Cinnamon Apples - 401.2 calories, 2.5g protein, ready in 55 minutes.",Baked Cinnamon Apples,True,False,True,False,"{'calories_min': 351.0, 'calories_max': 451.0}","{'calories': 401.2, 'protein': 2.5, 'duration': 55.0}",[]
List a low-sodium recipe under 202mg sodium.,"Pumpkin Apple Muffins - 199.7mg sodium, 73.7 calories, 30 minutes prep time.",Pumpkin Apple Muffins,True,False,True,False,"{'calories_max': 202.0, 'sodium_max': 202.0}","{'calories': 73.7, 'sodium': 199.7, 'duration': 30.0}",[]
